Title,Date
"Haikyu!!: Oikawa Toru is not a Genius","8/4/20"
"Haikyu!!: Coaches","8/4/20"
"Haikyu!!: Guarding Your Back","8/4/20"
"Haikyu!!: The Iron Wall","8/4/20"
"Haikyu!!: Winners and Losers","8/4/20"
"Haikyu!!: Revival","8/4/20"
"Haikyu!!: Formidable Opponents","8/4/20"
"Haikyu!!: Rival","8/3/20"
"Haikyu!!: Reunion of cat and crow","8/3/20"
"Haikyu!!: Decision","8/3/20"
"Haikyu!!: Yearning","8/3/20"
"Haikyu!!: A Toss to the Ace","8/3/20"
"Haikyu!!: He Who Is Called Ace","8/3/20"
"Haikyu!!: Versus the Great King","8/3/20"
"Haikyu!!: An Interesting Team","8/3/20"
"Haikyu!!: A Coward's Anxiety","8/3/20"
"Haikyu!!: The View from the Summit","8/3/20"
"Haikyu!!: The Formidable Ally","8/2/20"
"Haikyu!!: Karasuno High School Volleyball Club","8/2/20"
"Haikyu!!: The End & the Beginning","8/2/20"
"DEATH NOTE: Season 1: Confession","8/1/20"
"DEATH NOTE: Season 1: Love","8/1/20"
"DEATH NOTE: Season 1: Assault","8/1/20"
"DEATH NOTE: Season 1: Doubt","8/1/20"
"DEATH NOTE: Season 1: Encounter","8/1/20"
"DEATH NOTE: Season 1: Glare","8/1/20"
"DEATH NOTE: Season 1: Overcast","8/1/20"
"DEATH NOTE: Season 1: Unraveling","8/1/20"
"DEATH NOTE: Season 1: Tactics","8/1/20"
"DEATH NOTE: Season 1: Pursuit","8/1/20"
"DEATH NOTE: Season 1: Dealings","8/1/20"
"DEATH NOTE: Season 1: Confrontation","8/1/20"
"DEATH NOTE: Season 1: Rebirth","8/1/20"
"Cursed: Season 1: Nimue","7/28/20"
"Avatar: The Last Airbender: Book 3: The Puppetmaster","6/23/20"
"Avatar: The Last Airbender: Book 3: The Runaway","6/23/20"
"Avatar: The Last Airbender: Book 3: The Avatar and the Firelord","6/23/20"
"Avatar: The Last Airbender: Book 3: The Beach","6/23/20"
"Avatar: The Last Airbender: Book 3: Sokka's Master","6/23/20"
"Supergirl: Season 3: In Search of Lost Time","6/19/20"
"Supergirl: Season 3: Schott Through the Heart","6/19/20"
"Supergirl: Season 3: Both Sides Now","6/19/20"
"Mr. Iglesias: Part 2: Wherefore Art Thou, Counselor?","6/19/20"
"Mr. Iglesias: Part 2: Food for Thought","6/17/20"
"Mr. Iglesias: Part 2: Generation Why","6/17/20"
"Mr. Iglesias: Part 2: Party of One","6/17/20"
"Mr. Iglesias: Part 2: Taming the Carlos","6/17/20"
"Mr. Iglesias: Part 2: True Calling","6/17/20"
"Dear White People: Volume 3: Chapter X","6/17/20"
"Dear White People: Volume 3: Chapter IX","6/17/20"
"Dear White People: Volume 3: Chapter VIII","6/17/20"
"Dear White People: Volume 3: Chapter VII","6/17/20"
"Dear White People: Volume 3: Chapter VI","6/17/20"
"Dear White People: Volume 3: Chapter V","6/17/20"
"Dear White People: Volume 3: Chapter IV","6/17/20"
"Dear White People: Volume 3: Chapter III","6/17/20"
"Dear White People: Volume 3: Chapter II","6/16/20"
"Dear White People: Volume 3: Chapter I","6/16/20"
"Dear White People: Volume 2: Chapter X","6/16/20"
"Dear White People: Volume 2: Chapter IX","6/16/20"
"Dear White People: Volume 2: Chapter VIII","6/16/20"
"Dear White People: Volume 2: Chapter VII","6/16/20"
"Dear White People: Volume 2: Chapter VI","6/16/20"
"Dear White People: Volume 2: Chapter V","6/16/20"
"Dear White People: Volume 2: Chapter IV","6/16/20"
"Dear White People: Volume 2: Chapter III","6/16/20"
"Dear White People: Volume 2: Chapter II","6/16/20"
"Dear White People: Volume 2: Chapter I","6/16/20"
"How to Get Away With Murder: Season 1: Smile, or Go to Jail","6/16/20"
"Dear White People: Volume 1: Chapter X","6/16/20"
"Dear White People: Volume 1: Chapter IX","6/15/20"
"Dear White People: Volume 1: Chapter VIII","6/15/20"
"Dear White People: Volume 1: Chapter VII","6/15/20"
"Dear White People: Volume 1: Chapter VI","6/15/20"
"Dear White People: Volume 1: Chapter V","6/15/20"
"Dear White People: Volume 1: Chapter IV","6/15/20"
"Dear White People: Volume 1: Chapter III","6/15/20"
"Dear White People: Volume 1: Chapter II","6/15/20"
"Dear White People: Volume 1: Chapter I","6/15/20"
"Da 5 Bloods","6/15/20"
"Patriot Act with Hasan Minhaj: Volume 6: Why the News Industry Is Dying","6/13/20"
"Supergirl: Season 3: For Good","6/12/20"
"Supergirl: Season 3: Fort Rozz","6/12/20"
"Supergirl: Season 3: Legion of Super-Heroes","6/12/20"
"Supergirl: Season 3: Reign","6/12/20"
"DC's Legends of Tomorrow: Season 3: Beebo the God of War","6/12/20"
"DC's Legends of Tomorrow: Season 3: Crisis on Earth-X, Part 4","6/11/20"
"The Flash: Season 4: Crisis on Earth-X, Part 3","6/11/20"
"The Flash: Season 4: Don't Run","6/11/20"
"Arrow: Season 6: Crisis on Earth-X, Part 2","6/11/20"
"Arrow: Season 5: Invasion","6/11/20"
"Supergirl: Season 3: Crisis on Earth-X, Part 1","6/11/20"
"Supergirl: Season 3: Wake Up","6/11/20"
"Supergirl: Season 3: Midvale","6/11/20"
"Supergirl: Season 3: Damage","6/11/20"
"Supergirl: Season 3: The Faithful","6/11/20"
"Supergirl: Season 3: Far From the Tree","6/11/20"
"Supergirl: Season 3: Triggers","6/11/20"
"When They See Us: Limited Series: Part Four","6/10/20"
"When They See Us: Limited Series: Part Three","6/10/20"
"When They See Us: Limited Series: Part Two","6/10/20"
"13TH","6/10/20"
"Supergirl: Season 3: Girl of Steel","6/10/20"
"DC's Legends of Tomorrow: Season 2: Raiders of the Lost Art","6/10/20"
"DC's Legends of Tomorrow: Season 2: The Chicago Way","6/10/20"
"DC's Legends of Tomorrow: Season 2: Invasion!","6/10/20"
"Riverdale: Season 1: Chapter One: The River's Edge","6/9/20"
"The Umbrella Academy: Season 1: The White Violin","6/9/20"
"The Umbrella Academy: Season 1: Changes","6/9/20"
"The Umbrella Academy: Season 1: I Heard a Rumor","6/9/20"
"The Umbrella Academy: Season 1: The Day That Was","6/9/20"
"The Umbrella Academy: Season 1: The Day That Wasn't","6/9/20"
"The Umbrella Academy: Season 1: Number Five","6/9/20"
"The Umbrella Academy: Season 1: Man on the Moon","6/9/20"
"The Umbrella Academy: Season 1: Extra Ordinary","6/9/20"
"13 Reasons Why: Season 4: Graduation","6/8/20"
"13 Reasons Why: Season 4: Prom","6/8/20"
"13 Reasons Why: Season 4: Acceptance/Rejection","6/8/20"
"13 Reasons Why: Season 4: College Interview","6/8/20"
"13 Reasons Why: Season 4: Thursday","6/8/20"
"13 Reasons Why: Season 4: House Party","6/8/20"
"13 Reasons Why: Season 4: Senior Camping Trip","6/8/20"
"13 Reasons Why: Season 4: Valentine's Day","6/8/20"
"13 Reasons Why: Season 4: College Tour","6/8/20"
"13 Reasons Why: Season 4: Winter Break","6/8/20"
"The Umbrella Academy: Season 1: Run Boy Run","6/5/20"
"The Umbrella Academy: Season 1: We Only See Each Other at Weddings and Funerals","6/5/20"
"Sweet Magnolias: Season 1: Storms and Rainbows","6/4/20"
"Sweet Magnolias: Season 1: Where You Find Me","6/4/20"
"Sweet Magnolias: Season 1: What Fools These Mortals Be","6/4/20"
"Sweet Magnolias: Season 1: Hold My Hand","6/4/20"
"Sweet Magnolias: Season 1: All Best Intentions","6/4/20"
"Sweet Magnolias: Season 1: Dance First, Think Later","6/4/20"
"Sweet Magnolias: Season 1: Lay It All Down","6/4/20"
"Sweet Magnolias: Season 1: Give Drink to the Thirsty","6/4/20"
"Supergirl: Season 2: The Adventures of Supergirl","6/4/20"
"Sweet Magnolias: Season 1: A United Front","6/3/20"
"Sweet Magnolias: Season 1: Pour It Out","6/3/20"
"Mars: Season 2: The Shake Up","6/3/20"
"Mars: Season 2: Power Play","6/3/20"
"Mars: Season 2: Contagion","6/3/20"
"Mars: Season 2: Darkness Falls","6/3/20"
"Mars: Season 2: Worlds Apart","6/3/20"
"Mars: Season 2: We Are Not Alone","6/3/20"
"Mars: Season 1: Crossroads","6/2/20"
"Mars: Season 1: Darkest Days","6/2/20"
"Mars: Season 1: Power","6/2/20"
"Mars: Season 1: Pressure Drop","6/2/20"
"Mars: Season 1: Grounded","6/2/20"
"Mars: Season 1: Novo Mundo","6/2/20"
"Patriot Act with Hasan Minhaj: Volume 6: How Coronavirus Broke America","6/2/20"
"Travelers: Season 3: Protocol Omega","6/2/20"
"Travelers: Season 3: David","6/2/20"
"Travelers: Season 3: Archive","6/2/20"
"Travelers: Season 3: Trevor","6/2/20"
"Travelers: Season 3: Philip","6/1/20"
"Travelers: Season 3: Naomi","6/1/20"
"Travelers: Season 3: Perrow","6/1/20"
"Travelers: Season 3: Protocol 3","6/1/20"
"Travelers: Season 3: Yates","6/1/20"
"Travelers: Season 3: Ilsa","6/1/20"
"Travelers: Season 2: 001","6/1/20"
"Travelers: Season 2: Simon","6/1/20"
"Travelers: Season 2: 21C","6/1/20"
"Travelers: Season 2: Update","6/1/20"
"Travelers: Season 2: Traveler 0027","6/1/20"
"Travelers: Season 2: 17 Minutes","6/1/20"
"Space Force: Season 1: PROPORTIONATE RESPONSE","5/31/20"
"Space Force: Season 1: IT’S GOOD TO BE BACK ON THE MOON","5/31/20"
"Space Force: Season 1: CONJUGAL VISIT","5/31/20"
"Space Force: Season 1: EDISON JAYMES","5/31/20"
"Space Force: Season 1: THE SPY","5/31/20"
"Space Force: Season 1: SPACE FLAG","5/31/20"
"Space Force: Season 1: LUNAR HABITAT","5/31/20"
"Space Force: Season 1: MARK AND MALLORY GO TO WASHINGTON","5/30/20"
"Space Force: Season 1: SAVE EPSILON 6!","5/30/20"
"Space Force: Season 1: THE LAUNCH","5/30/20"
"Travelers: Season 2: U235","5/28/20"
"Travelers: Season 2: Jenny","5/28/20"
"Travelers: Season 2: 11:27","5/28/20"
"Travelers: Season 2: Jacob","5/28/20"
"Travelers: Season 2: PROTOCOL 4","5/28/20"
"Travelers: Season 2: Ave Machina","5/28/20"
"Travelers: Season 1: Grace","5/28/20"
"Travelers: Season 1: Marcy","5/28/20"
"Travelers: Season 1: Kathryn","5/28/20"
"Travelers: Season 1: Bishop","5/28/20"
"Travelers: Season 1: Donner","5/28/20"
"Travelers: Season 1: Protocol 5","5/28/20"
"Travelers: Season 1: Helios 685","5/28/20"
"Travelers: Season 1: Room 101","5/27/20"
"Travelers: Season 1: Hall","5/27/20"
"Travelers: Season 1: Aleksander","5/27/20"
"Travelers: Season 1: Protocol 6","5/27/20"
"Travelers: Season 1: Pilot","5/27/20"
"Kim's Convenience: Season 2: Good Neighbours","5/27/20"
"The Lovebirds","5/27/20"
"Kim's Convenience: Season 2: Janet’s Boyfriend","5/26/20"
"Kim's Convenience: Season 2: New TV","5/26/20"
"Kim's Convenience: Season 2: Silent Auction","5/26/20"
"Kim's Convenience: Season 2: Sneak Attack","5/26/20"
"Kim's Convenience: Season 2: Resting Place","5/26/20"
"Madam Secretary: Madam Secretary: Season 6: Leaving the Station","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Carpe Diem","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Ships and Countries","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Accountability","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Deepfake","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Daisy","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Valor","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Killer Robots","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: The Strike Zone","5/25/20"
"Madam Secretary: Madam Secretary: Season 6: Hail to the Chief","5/25/20"
"Madam Secretary: Season 1: Chains of Command","5/25/20"
"Kim's Convenience: Season 2: Date Night","5/20/20"
"Kim's Convenience: Season 2: Cardboard Jung","5/20/20"
"Kim's Convenience: Season 2: House Guest","5/20/20"
"Kim's Convenience: Season 2: Business Award","5/20/20"
"Kim's Convenience: Season 2: Janet’s Roommate","5/20/20"
"Kim's Convenience: Season 1: Family Singing Contest","5/20/20"
"Kim's Convenience: Season 1: Appa's Lump","5/20/20"
"Kim's Convenience: Season 1: Handyman","5/20/20"
"Kim's Convenience: Season 1: Janet's New Job","5/20/20"
"Patriot Act with Hasan Minhaj: Volume 4: Fentanyl","5/20/20"
"Patriot Act with Hasan Minhaj: Volume 6: What Happens If You Can't Pay Rent?","5/20/20"
"6 Underground","5/20/20"
"Avengers: Infinity War","5/19/20"
"She-Ra and the Princesses of Power: Season 5: Heart Part 2","5/19/20"
"She-Ra and the Princesses of Power: Season 5: Heart Part 1","5/19/20"
"She-Ra and the Princesses of Power: Season 5: Failsafe","5/19/20"
"She-Ra and the Princesses of Power: Season 5: Return to the Fright Zone","5/18/20"
"She-Ra and the Princesses of Power: Season 5: An Ill Wind","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Shot in the Dark","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Perils of Peekablue","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Taking Control","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Save the Cat","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Stranded","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Corridors","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Launch","5/18/20"
"She-Ra and the Princesses of Power: Season 5: Horde Prime","5/18/20"
"Kim's Convenience: Season 1: Best Before","5/15/20"
"Kim's Convenience: Season 1: Service","5/15/20"
"Kim's Convenience: Season 1: Hapkido","5/15/20"
"Kim's Convenience: Season 1: Rude Kid","5/15/20"
"Kim's Convenience: Season 1: Wingman","5/15/20"
"Kim's Convenience: Season 1: Frank & Nayoung","5/15/20"
"Kim's Convenience: Season 1: Ddong Chim","5/15/20"
"Kim's Convenience: Season 1: Janet's Photos","5/15/20"
"Kim's Convenience: Season 1: Gay Discount","5/13/20"
"Kim's Convenience: Season 4: Bon Voyage","5/13/20"
"Kim's Convenience: Season 4: Knife Strife","5/13/20"
"Kim's Convenience: Season 4: Birds of a Feather","5/13/20"
"Kim's Convenience: Season 4: In the Bedroom","5/13/20"
"Kim's Convenience: Season 4: Which Witch is Which","5/13/20"
"Kim's Convenience: Season 4: Chammo!","5/13/20"
"Kim's Convenience: Season 4: Beacon of Truth","5/13/20"
"Kim's Convenience: Season 4: Soccer Dad","5/13/20"
"Solo: A Star Wars Story","5/6/20"
"Never Have I Ever: Season 1: ... felt super Indian","4/30/20"
"Never Have I Ever: Season 1: ... gotten drunk with the popular kids","4/30/20"
"Never Have I Ever: Season 1: ... had sex with Paxton Hall-Yoshida","4/29/20"
"Never Have I Ever: Season 1: Pilot","4/29/20"
"Taylor Tomlinson: Quarter-Life Crisis","4/23/20"
"The Iliza Shlesinger Sketch Show: Season 1: Episode 1","4/23/20"
"#blackAF: Season 1: i know you may not get this, but the reason we deserve a vacation is... because of slavery","4/22/20"
"#blackAF: Season 1: i know this is going to sound crazy... but this, too, is because of slavery","4/22/20"
"#blackAF: Season 1: hard to believe, but still because of slavery","4/22/20"
"#blackAF: Season 1: yo, between you and me... this is because of slavery","4/22/20"
"#blackAF: Season 1: yup, you guessed it. again, this is because of slavery","4/22/20"
"#blackAF: Season 1: still... because of slavery","4/22/20"
"#blackAF: Season 1: because of slavery too","4/22/20"
"#blackAF: Season 1: because of slavery","4/22/20"
"Kim's Convenience: Season 4: Thinkin’ ‘bout Inkin’","4/8/20"
"Kim's Convenience: Season 4: Happy Ummaversary","4/7/20"
"Kim's Convenience: Season 4: The Help","4/7/20"
"Kim's Convenience: Season 4: Couch Surfing","4/7/20"
"Kim's Convenience: Season 4: The Trollop","4/7/20"
"Altered Carbon: Season 1: The Wrong Man","3/11/20"
"Altered Carbon: Season 1: Force of Evil","3/11/20"
"Altered Carbon: Season 1: In a Lonely Place","3/11/20"
"Altered Carbon: Season 1: Fallen Angel","3/11/20"
"Altered Carbon: Season 1: Out of the Past","3/11/20"
"The Stanford Prison Experiment","3/10/20"
"Explained: Season 1: The Female Orgasm","3/10/20"
"Explained: Season 2: The Next Pandemic","3/10/20"
"Explained: Season 2: Diamonds","3/10/20"
"The Good Place: Season 2: Everything Is Great!","2/25/20"
"The Good Place: Season 2: The Trolley Problem","2/25/20"
"The Good Place: Season 2: Existential Crisis","2/25/20"
"Bodyguard: Season 1: Episode 6","1/28/20"
"Bodyguard: Season 1: Episode 5","1/28/20"
"Snowpiercer","1/27/20"
"Bodyguard: Season 1: Episode 4","1/23/20"
"Bodyguard: Season 1: Episode 3","1/23/20"
"Bodyguard: Season 1: Episode 2","1/23/20"
"Bodyguard: Season 1: Episode 1","1/21/20"
"MINDHUNTER: Season 2: Episode 9","1/17/20"
"MINDHUNTER: Season 2: Episode 8","1/17/20"
"MINDHUNTER: Season 2: Episode 7","1/17/20"
"MINDHUNTER: Season 2: Episode 6","1/17/20"
"MINDHUNTER: Season 2: Episode 5","1/17/20"
"MINDHUNTER: Season 2: Episode 4","1/17/20"
"MINDHUNTER: Season 2: Episode 3","1/17/20"
"MINDHUNTER: Season 2: Episode 2","1/17/20"
"MINDHUNTER: Season 2: Episode 1","1/16/20"
"MINDHUNTER: Season 1: Episode 10","1/16/20"
"MINDHUNTER: Season 1: Episode 9","1/16/20"
"MINDHUNTER: Season 1: Episode 8","1/16/20"
"MINDHUNTER: Season 1: Episode 7","1/16/20"
"MINDHUNTER: Season 1: Episode 6","1/15/20"
"MINDHUNTER: Season 1: Episode 5","1/15/20"
"MINDHUNTER: Season 1: Episode 4","1/13/20"
"MINDHUNTER: Season 1: Episode 3","1/13/20"
"MINDHUNTER: Season 1: Episode 2","1/13/20"
"MINDHUNTER: Season 1: Episode 1","1/13/20"
"Lost in Space: Season 2: Ninety-Seven","1/13/20"
"Lost in Space: Season 2: Shell Game","1/13/20"
"Lost in Space: Season 2: Unknown","1/12/20"
"Lost in Space: Season 2: Evolution","1/12/20"
"Lost in Space: Season 2: Severed","1/10/20"
"Lost in Space: Season 2: Run","1/10/20"
"Lost in Space: Season 2: Scarecrow","1/10/20"
"Lost in Space: Season 2: Precipice","1/10/20"
"Lost in Space: Season 2: Echoes","1/10/20"
"Lost in Space: Season 2: Shipwrecked","1/9/20"
"Lost in Space: Season 1: Danger, Will Robinson","1/9/20"
"Lost in Space: Season 1: Resurrection","1/9/20"
"Lost in Space: Season 1: Trajectory","1/9/20"
"Lost in Space: Season 1: Pressurized","1/9/20"
"Lost in Space: Season 1: Eulogy","1/8/20"
"Lost in Space: Season 1: Transmission","1/8/20"
"Lost in Space: Season 1: The Robinsons Were Here","1/8/20"
"The Good Place: Season 3: Pandemonium","1/8/20"
"The Good Place: Season 3: Chidi Sees the Time-Knife","1/8/20"
"The Good Place: Season 3: The Book of Dougs","1/8/20"
"The Good Place: Season 3: Janet(s)","1/8/20"
"The Good Place: Season 3: Don't Let the Good Life Pass You By","1/8/20"
"The Good Place: Season 3: The Worst Possible Use of Free Will","1/8/20"
"Lost in Space: Season 1: Infestation","1/8/20"
"Lost in Space: Season 1: Diamonds In The Sky","1/8/20"
"Lost in Space: Season 1: Impact","1/7/20"
"The Good Place: Season 3: A Fractured Inheritance","1/7/20"
"The Good Place: Season 3: The Ballad of Donkey Doug","1/7/20"
"The Good Place: Season 3: Jeremy Bearimy","1/7/20"
"The Good Place: Season 3: The Snowplow","1/7/20"
"The Good Place: Season 3: The Brainy Bunch","1/7/20"
"The Good Place: Season 3: Everything is Bonzer","1/7/20"
"The Good Place: Season 2: Somewhere Else","1/7/20"
"The Good Place: Season 2: The Burrito","1/7/20"
"The Good Place: Season 2: Rhonda, Diana, Jake, and Trent","1/7/20"
"The Good Place: Season 2: Best Self","1/7/20"
"The Good Place: Season 2: Leap to Faith","1/7/20"
"The Good Place: Season 2: Derek","1/7/20"
"The Good Place: Season 2: Janet and Michael","1/7/20"
"The Good Place: Season 2: Team Cockroach","1/6/20"
"The Witcher: Season 1: The End’s Beginning","1/6/20"
"The Good Place: Season 1: Michael's Gambit","1/6/20"
"The Good Place: Season 1: Mindy St. Claire","1/6/20"
"Patriot Act with Hasan Minhaj: Volume 5: How America Is Causing Global Obesity","1/6/20"
"Ronny Chieng: Asian Comedian Destroys America!","1/4/20"
"Terrace House: Aloha State: Part 1: Terrace House in the Aloha State","1/3/20"
"Star Wars: Episode VIII: The Last Jedi","12/19/19"
"Patriot Act with Hasan Minhaj: Volume 5: Mental Health","12/17/19"
"Patriot Act with Hasan Minhaj: Volume 5: Trump's Worst Policy: Killing Asylum","12/17/19"
"Patriot Act with Hasan Minhaj: Volume 5: Why We Can't Retire","12/17/19"
"Magic for Humans: Season 2: All Work and No Play","12/17/19"
"Magic for Humans: Season 2: Christmas","12/17/19"
"Seth Meyers: Lobby Baby","12/10/19"
